41.50959,-81.61172
41.50961,-81.61159
41.50965,-81.61145
41.50971,-81.61135
41.50979,-81.6113
41.50988,-81.61129
41.50996,-81.61131
41.510014,-81.611238
41.510031,-81.611098
41.510053,-81.610822
41.510077,-81.610615
41.510115,-81.610396
41.510118,-81.610219
41.51007,-81.610049
41.510019,-81.609902
41.509999,-81.6098109
41.510011,-81.609728
41.510031,-81.609656
41.510081,-81.609596
41.510573,-81.609169
41.510788,-81.609075
41.510924,-81.608996
41.511034,-81.608656
41.511071,-81.60852
41.51117,-81.60835
41.511376,-81.608056
41.51168,-81.60758
41.51226,-81.60688
41.51232,-81.6068
41.51236,-81.60673
41.51238,-81.60666
41.51239,-81.6065799
41.51241,-81.60634
41.5124,-81.60609
41.51237,-81.60583
41.5123,-81.60559
41.51226,-81.60544
41.51212,-81.60509
41.51196,-81.60481
41.51191,-81.60472
41.51184,-81.60466
41.51041,-81.60381
41.51036,-81.60373
41.51034,-81.60365
41.51033,-81.60357
41.51035,-81.60347
41.51038,-81.6033999
41.51139,-81.6020999
41.51168,-81.60173
41.51178,-81.60163
41.51185,-81.60158
41.51191,-81.60157
41.51197,-81.60158
41.51206,-81.6016099
41.51261,-81.6018
41.51267,-81.60186
41.5127,-81.60193
41.5127,-81.60202
41.51267,-81.60215
41.5125699,-81.60243
41.5125,-81.60262
41.51247,-81.6027
41.51243,-81.60288
41.51003,-81.61214
41.50998,-81.61206
41.50989,-81.61202
41.50978,-81.61199
41.50968,-81.6119499
41.50962,-81.6118599
41.50959,-81.61172
41.51243,-81.60288
41.5124,-81.60292
41.51236,-81.60295
41.51231,-81.60297
41.51225,-81.60296
41.5121899,-81.60293
41.51153,-81.6024599
41.51143,-81.6024
41.51137,-81.60239
41.5113,-81.60243
41.5112499,-81.60248
41.51093,-81.60289
41.51045,-81.60353
41.50993,-81.60423
41.50912,-81.60525
41.50906,-81.60531
41.50902,-81.6053699
41.50901,-81.60543
41.508856,-81.605592
41.508597,-81.605939
41.508171,-81.606532
41.507411,-81.607497
41.507152,-81.607843
41.506808,-81.608247
41.5066,-81.608503
41.50643,-81.608687
41.506308,-81.608851
41.50618,-81.608964
41.506031,-81.60905
41.505866,-81.609071
41.505754,-81.609021
41.505643,-81.608879
41.505169,-81.6081619
41.504632,-81.607359
41.5039299,-81.60634
41.50383,-81.6062
41.50361,-81.60585
41.50354,-81.60576
41.50314,-81.6052
41.5029899,-81.60496
41.50297,-81.60486
41.50296,-81.60476
41.50294,-81.60466
41.50291,-81.6046
41.50287,-81.60457
41.5028,-81.60454
41.50273,-81.6045199
41.50266,-81.60449
41.50259,-81.60444
41.5025199,-81.60436
41.50238,-81.60418
41.50197,-81.60357
41.50185,-81.60344
41.50166,-81.6033099
41.50153,-81.60327
41.50142,-81.60326
41.50128,-81.60326
41.50118,-81.60326
41.5011,-81.60326
41.50105,-81.60328
41.5010199,-81.6033
41.50099,-81.60335
41.50097,-81.60341
41.50097,-81.60351
41.50096,-81.60402
41.50095,-81.60413
41.50094,-81.60422
41.50091,-81.6043
41.50086,-81.60436
41.5008,-81.60442
41.50054,-81.6046099
41.50049,-81.60464
41.50026,-81.60465
41.50025,-81.6046099
41.50022,-81.60344
41.50022,-81.60336
41.50023,-81.60328
41.50026,-81.6032
41.50032,-81.60314
41.50042,-81.6031
41.5005499,-81.6031
41.50073,-81.6031
41.5009,-81.60311
41.50104,-81.60311
41.50117,-81.60311
41.50141,-81.60312
41.50154,-81.6031299
41.50169,-81.60316
41.50179,-81.60321
41.50189,-81.6033
41.50197,-81.6033999
41.50241,-81.60405
41.50261,-81.60431
41.50271,-81.60438
41.5028099,-81.60442
41.50293,-81.60446
41.5029899,-81.6045199
41.50305,-81.60469
41.50308,-81.60485
41.50317,-81.60506
41.50363,-81.60573
41.50377,-81.60593
41.50383,-81.60601
41.50386,-81.60602
41.50389,-81.60602
41.5039299,-81.60601
41.50397,-81.60601
41.50401,-81.60603
41.50404,-81.60606
41.50405,-81.60609
41.50406,-81.60615
41.50405,-81.60619
41.50403,-81.60624
41.50404,-81.60628
41.50406,-81.60633
41.5048699,-81.60744
41.50576,-81.60872
41.50592,-81.60897
41.50595,-81.60905
41.50596,-81.60916
41.50594,-81.60925
41.5058999,-81.60933
41.50541,-81.60993
41.5054,-81.60997
41.5054299,-81.60999
41.50613,-81.61
41.50642,-81.61004
41.50659,-81.61009
41.5068,-81.61017
41.5071,-81.61035
41.50738,-81.61048
41.50756,-81.61053
41.5077799,-81.61056
41.5083,-81.61056
41.50837,-81.61055
41.50843,-81.6105199
41.50846,-81.61047
41.50849,-81.6104
41.50857,-81.60974
41.50867,-81.60908
41.50871,-81.60889
41.50879,-81.6087
41.50908,-81.6083
41.50935,-81.60797
41.50985,-81.60744
41.51001,-81.60727
41.510088,-81.607262
41.510205,-81.607317
41.510322,-81.607428
41.510447,-81.607566
41.510585,-81.607788
41.510944,-81.608267
41.51121,-81.60863
41.5112499,-81.6087
41.51131,-81.60881
41.51139,-81.60892
41.51149,-81.60901
41.51164,-81.6091
41.511801,-81.609146
41.511972,-81.609219
41.512143,-81.609365
41.51227,-81.6094899
41.51233,-81.60952
41.5124,-81.60953
41.51245,-81.60951
41.5125,-81.60947
41.5125699,-81.60935
41.51274,-81.60906
41.51288,-81.60887
41.51306,-81.60864
41.5132,-81.6085
41.51338,-81.60838
41.5135999,-81.60826
41.51377,-81.60821
41.51408,-81.60817
41.51439,-81.60818
41.51447,-81.6081899
41.51455,-81.60822
41.51459,-81.6082799
41.51461,-81.6083699
41.51462,-81.60959
41.51457,-81.61022
41.51431,-81.61184
41.5143,-81.61192
41.51427,-81.61196
41.51422,-81.612
41.5141599,-81.61201
41.51411,-81.612
41.51362,-81.61187
41.513452,-81.611908
41.513325,-81.611934
41.513236,-81.611986
41.513204,-81.61208
41.51315,-81.61238
41.51314,-81.612596
41.513034,-81.612777
41.51289,-81.612795
41.512774,-81.612768
41.512726,-81.612612
41.512746,-81.612329
41.512794,-81.612045
41.512801,-81.611917
41.512733,-81.611835
41.51247,-81.6118
41.51205,-81.61171
41.51194,-81.6117
41.5118,-81.61173
41.51168,-81.61183
41.5116,-81.61193
41.51152,-81.61212
41.51143,-81.6123
41.51142,-81.6123999
41.51142,-81.6124899
41.51144,-81.6126
41.51144,-81.61269
41.51141,-81.61276
41.51135,-81.61283
41.51129,-81.61287
41.51121,-81.61288
41.51114,-81.61285
41.5111,-81.6127999
41.51102,-81.61277
41.51095,-81.61277
41.51086,-81.61279
41.51076,-81.6127999
41.51055,-81.61277
41.51041,-81.61271
41.51024,-81.61257
41.51012,-81.61239
41.50049,-81.60464
